Constituency Number,Constituency Name,Serial Number,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,Vote Percentage
70,ALAMNAGAR,5,SUBODH KUMAR SUMAN,Jan Suraaj Party,8916,18,8934,3.48
70,ALAMNAGAR,6,AMAR KUMAR SINGH,Independent,1042,1,1043,0.41
70,ALAMNAGAR,7,CHANO RISHIDEV,Independent,2160,1,2161,0.84
70,ALAMNAGAR,8,BINOD ASHISH,Independent,2707,0,2707,1.06
70,ALAMNAGAR,9,RUBI KUMARI,Independent,4692,3,4695,1.83
70,ALAMNAGAR,10,VIKRAM KUMAR GUPTA,Independent,3177,1,3178,1.24
70,ALAMNAGAR,11,NOTA,None of the Above,7958,1,7959,3.1
71,BIHARIGANJ,1,NIRANJAN KUMAR MEHTA,Janata Dal (United),116535,87,116622,52.12
71,BIHARIGANJ,2,RABINDRA KUMAR,Bahujan Samaj Party,2198,1,2199,0.98
71,BIHARIGANJ,3,RENU KUMARI,Rashtriya Janata Dal,84876,124,85000,37.99
71,BIHARIGANJ,4,AMLESH ROY,Jan Suraaj Party,4471,15,4486,2.0
71,BIHARIGANJ,5,PANKAJ KUMAR JAISWAL,Socialist Unity Centre Of India (COMMUNIST),2491,2,2493,1.11
71,BIHARIGANJ,6,KARN KUMAR MISHRA,Independent,5369,3,5372,2.4
71,BIHARIGANJ,7,MOHAMMAD SAJAM,Independent,1658,1,1659,0.74
71,BIHARIGANJ,8,NOTA,None of the Above,5914,1,5915,2.64
72,SINGHESHWAR,1,CHANDRAHAS CHAUPAL,Rashtriya Janata Dal,103314,120,103434,45.13
72,SINGHESHWAR,2,RAMESH RISHI,Janata Dal (United),106345,71,106416,46.43
72,SINGHESHWAR,3,SUBHASH KUMAR,Bahujan Samaj Party,1923,1,1924,0.84
72,SINGHESHWAR,4,PRAMOD KUMAR RAM,Jan Suraaj Party,3500,16,3516,1.53
72,SINGHESHWAR,5,BABLU RISHIDEV,Independent,917,1,918,0.4
72,SINGHESHWAR,6,BAMBAM KUMAR,Independent,1184,0,1184,0.52
72,SINGHESHWAR,7,MANJU DEVI,Independent,1908,1,1909,0.83
72,SINGHESHWAR,8,VIRENDRA KUMAR SHARMA,Independent,3977,1,3978,1.74
72,SINGHESHWAR,9,NOTA,None of the Above,5894,1,5895,2.57
73,MADHEPURA,1,KAVITA KUMARI SAHA,Janata Dal (United),100579,76,100655,42.01
73,MADHEPURA,2,CHANDRA SHEKHAR,Rashtriya Janata Dal,108342,122,108464,45.27
73,MADHEPURA,3,MUKESH KUMAR,Aam Aadmi Party,3647,5,3652,1.52
73,MADHEPURA,4,LALAN KUMAR RAM,Bahujan Samaj Party,775,6,781,0.33
73,MADHEPURA,5,KAMESHWAR YADAV,Aadarsh Mithila Party,447,1,448,0.19
73,MADHEPURA,6,PRADEEP KUMAR,Jagrook Janta Party,496,1,497,0.21
73,MADHEPURA,7,MOHAMMAD ASIF ALAM,The National Road Map Party of India,888,1,889,0.37
73,MADHEPURA,8,SHASHI KUMAR,Jan Suraaj Party,4618,16,4634,1.93
73,MADHEPURA,9,SANJAY YADAV,Janshakti Janta Dal,1277,1,1278,0.53
73,MADHEPURA,10,SURENDRA YADAV,"Proutist Bloc, India",1751,0,1751,0.73
73,MADHEPURA,11,PRANAV PRAKASH,Independent,7873,21,7894,3.29
73,MADHEPURA,12,SANJAY KUMAR,Independent,2818,1,2819,1.18
73,MADHEPURA,13,NOTA,None of the Above,5827,1,5828,2.43
74,SONBARSHA,1,KIRAN DEVI,Bahujan Samaj Party,5012,7,5019,2.43
74,SONBARSHA,2,RATNESH SADA,Janata Dal (United),97606,227,97833,47.39
74,SONBARSHA,3,SARITA DEVI,Indian National Congress,84034,345,84379,40.87
74,SONBARSHA,4,SATYENDRA KUMAR,Jan Suraaj Party,5635,20,5655,2.74
74,SONBARSHA,5,PARMOD SADA,Independent,3986,12,3998,1.94
74,SONBARSHA,6,RAJESH RAM,Independent,4034,4,4038,1.96
74,SONBARSHA,7,NOTA,None of the Above,5516,6,5522,2.67
75,SAHARSA,1,AJABLAL MEHTA,Bahujan Samaj Party,2225,11,2236,0.86
75,SAHARSA,2,ALOK RANJAN,Bharatiya Janata Party,112622,376,112998,43.5
75,SAHARSA,3,AMAR SHANKAR,Swadhinta Party,2960,4,2964,1.14
75,SAHARSA,4,INDRAJEET PRASAD GUPTA,Indian Inclusive Party,114498,538,115036,44.28
75,SAHARSA,5,KISHOR KUMAR,Jan Suraaj Party,12655,131,12786,4.92
75,SAHARSA,6,BITTU KUMAR,Rashtriya Samaj Paksha,855,2,857,0.33
75,SAHARSA,7,MD AMIRUL HASAN,Rashtriya Jansambhavna Party,2302,2,2304,0.89
75,SAHARSA,8,DEVCHANDRA YADAV,Independent,4335,18,4353,1.68
75,SAHARSA,9,MOHAMMAD NAZIR,Independent,1550,17,1567,0.6
75,SAHARSA,10,RAMESH SAH,Independent,2051,4,2055,0.79
75,SAHARSA,11,NOTA,None of the Above,2597,10,2607,1.0
76,SIMRI BAKHTIARPUR,1,YUSUF SALAHUDDIN,Rashtriya Janata Dal,101257,512,101769,43.54
76,SIMRI BAKHTIARPUR,2,SANJAY KUMAR SINGH,Lok Janshakti Party (Ram Vilas),109403,296,109699,46.94
76,SIMRI BAKHTIARPUR,3,SUNITA DEVI,Bahujan Samaj Party,1379,8,1387,0.59
76,SIMRI BAKHTIARPUR,4,PINTU KUMAR SHARMA,Jagrook Janta Party,523,8,531,0.23
76,SIMRI BAKHTIARPUR,5,BIBHUTI SINGH,Rashtrawadi Janlok Party (Satya),253,3,256,0.11
76,SIMRI BAKHTIARPUR,6,SURENDRA KUMAR YADAV,Jan Suraaj Party,2233,37,2270,0.97
76,SIMRI BAKHTIARPUR,7,AWDHESH KUMAR,Independent,333,0,333,0.14
76,SIMRI BAKHTIARPUR,8,ANAND RANJAN,Independent,258,0,258,0.11
76,SIMRI BAKHTIARPUR,9,DOMI SHARMA,Independent,535,1,536,0.23
76,SIMRI BAKHTIARPUR,10,PANKAJ KUMAR,Independent,419,1,420,0.18
76,SIMRI BAKHTIARPUR,11,BARUN KUMAR YADAV,Independent,1081,0,1081,0.46
76,SIMRI BAKHTIARPUR,12,YAPURA WADAT,Independent,565,0,565,0.24
76,SIMRI BAKHTIARPUR,13,YOGBIR ROY,Independent,695,0,695,0.3
76,SIMRI BAKHTIARPUR,14,RAJKUMAR SADA,Independent,1435,1,1436,0.61
76,SIMRI BAKHTIARPUR,15,VIKASH RAJ,Independent,7487,6,7493,3.21
76,SIMRI BAKHTIARPUR,16,NOTA,None of the Above,4993,3,4996,2.14
77,MAHISHI,1,GUNJESHWAR SAH,Janata Dal (United),89739,273,90012,44.35
77,MAHISHI,2,GAUTAM KRISHNA,Rashtriya Janata Dal,93246,506,93752,46.19
77,MAHISHI,3,PRIYANKA ANAND,Bahujan Samaj Party,1202,5,1207,0.59
77,MAHISHI,4,VIJAY KUMAR GUPTA,Aam Aadmi Party,846,1,847,0.42
77,MAHISHI,5,DEVNARAYAN YADAV,Janshakti Janta Dal,336,2,338,0.17
77,MAHISHI,6,SHAMIM AKHTAR,Jan Suraaj Party,2534,37,2571,1.27
77,MAHISHI,7,ARVIND KUMAR,Independent,651,2,653,0.32
77,MAHISHI,8,TIRO SHARMA,Independent,329,1,330,0.16
77,MAHISHI,9,MAHARUDRA JHA,Independent,397,1,398,0.2
77,MAHISHI,10,RANJIT SADA,Independent,757,1,758,0.37
77,MAHISHI,11,RAJA KUMAR,Independent,567,0,567,0.28
77,MAHISHI,12,RAHUL PASWAN,Independent,518,1,519,0.26
77,MAHISHI,13,SUSHIL KUMAR RAJAK,Independent,1199,2,1201,0.59
77,MAHISHI,14,SURAJ SAMRAT,Independent,3142,0,3142,1.55
77,MAHISHI,15,NOTA,None of the Above,6668,3,6671,3.29
78,KUSHESHWAR ASTHAN,1,ATIREK KUMAR,Janata Dal (United),85453,232,85685,52.25
78,KUSHESHWAR ASTHAN,2,YOGI CHAUPAL,Aam Aadmi Party,3459,5,3464,2.11
78,KUSHESHWAR ASTHAN,3,DUKHI RAM RASIYA,Aam Janta Pragati Party,792,5,797,0.49
78,KUSHESHWAR ASTHAN,4,SHATRUDHAN PASWAN,Jan Suraaj Party,6458,30,6488,3.96
78,KUSHESHWAR ASTHAN,5,SATYA NARAYAN PASWAN,Mazdoor Ekta Party,5127,0,5127,3.13
78,KUSHESHWAR ASTHAN,6,GANGA PASWAN,Independent,1206,0,1206,0.74
78,KUSHESHWAR ASTHAN,7,GANESH BHARTI,Independent,48982,262,49244,30.03
78,KUSHESHWAR ASTHAN,8,JEEBACHH KUMAR HAJARI,Independent,1198,3,1201,0.73
78,KUSHESHWAR ASTHAN,9,SHREEMATI ANJU DEVI,Independent,2138,4,2142,1.31
78,KUSHESHWAR ASTHAN,10,SACHIDANAND PASWAN,Independent,2170,1,2171,1.32
78,KUSHESHWAR ASTHAN,11,NOTA,None of the Above,6446,5,6451,3.93
79,GAURA BAURAM,1,AFZAL ALI KHAN,Rashtriya Janata Dal,71646,367,72013,42.81
79,GAURA BAURAM,2,SUJIT KUMAR,Bharatiya Janata Party,77446,236,77682,46.18
79,GAURA BAURAM,3,AKHTAR SHAHANSHA,All India Majlis-E-Ittehadul Muslimeen,3231,12,3243,1.93
79,GAURA BAURAM,4,DR MD IFTEKHAR ALAM,Jan Suraaj Party,2495,11,2506,1.49
79,GAURA BAURAM,5,SANTOSH SAHANI,Vikassheel Insaan Party,341,52,393,0.23
79,GAURA BAURAM,6,SAROJ CHAUDHARY,Mithilanchal Mukti Morcha,279,0,279,0.17
79,GAURA BAURAM,7,SONI DEVI,Rashtriya Janwadi Party (Socialist),183,0,183,0.11
79,GAURA BAURAM,8,KRISHAN KUMAR,Independent,209,0,209,0.12
79,GAURA BAURAM,9,NAND KISHORE SHARMA,Independent,349,1,350,0.21
79,GAURA BAURAM,10,PANKAJ KUMAR SAHU,Independent,437,0,437,0.26
79,GAURA BAURAM,11,BACHELAL JHA,Independent,716,0,716,0.43
79,GAURA BAURAM,12,SHYAM SUNDAR CHOUDHARY,Independent,6524,25,6549,3.89
79,GAURA BAURAM,13,NOTA,None of the Above,3662,1,3663,2.18
80,BENIPUR,1,PRAMOD PASWAN,Bahujan Samaj Party,1992,9,2001,1.06
80,BENIPUR,2,MITHILESH KUMAR CHOUDHARY,Indian National Congress,70205,399,70604,37.48
80,BENIPUR,3,BINAY KUMAR CHOUDHARY,Janata Dal (United),83781,426,84207,44.7
80,BENIPUR,4,AMRESH KUMAR AMAR,Jan Suraaj Party,6519,39,6558,3.48
80,BENIPUR,5,PRAMILA JHA,Bhartiya Mahasangh Party,712,2,714,0.38
80,BENIPUR,6,PRAMOD KUMAR SAHU,Rashtriya Samajwadi Lok Adhikar Party,564,1,565,0.3
80,BENIPUR,7,VIDYANAND RAM,Wazib Adhikar Party,815,1,816,0.43
80,BENIPUR,8,SHANKAR DOM URF SHANKAR MALLIK,Aam Janta Pragati Party,391,1,392,0.21
80,BENIPUR,9,SIYA LAKHAN YADAV,Open people's Party,862,1,863,0.46
80,BENIPUR,10,AMARJEE MISHRA,Independent,697,2,699,0.37
80,BENIPUR,11,AVADHESH KUMAR JHA,Independent,5400,28,5428,2.88
80,BENIPUR,12,IMTIYAZ AHMAD,Independent,1419,3,1422,0.75
80,BENIPUR,13,CHUN CHUN JHA,Independent,6531,1,6532,3.47
80,BENIPUR,14,MAHENDRA NARAYAN MAHTO,Independent,4457,0,4457,2.37
80,BENIPUR,15,NOTA,None of the Above,3103,5,3108,1.65
81,ALINAGAR,1,MAITHILI THAKUR,Bharatiya Janata Party,84611,304,84915,49.05
81,ALINAGAR,2,RAJIPAL JHA,Aam Aadmi Party,1484,0,1484,0.86
81,ALINAGAR,3,BINOD MISHRA,Rashtriya Janata Dal,72639,546,73185,42.27
81,ALINAGAR,4,NAVIJAN ANSARI,Aam Janta Pragati Party,671,0,671,0.39
81,ALINAGAR,5,NOORUDDIN ZANGI,Social Democratic Party Of India,310,2,312,0.18
81,ALINAGAR,6,BIPLAW KUMAR CHOUDHARY,Jan Suraaj Party,2259,16,2275,1.31
81,ALINAGAR,7,SANJAY KUMAR JHA,Mithilawadi party,418,4,422,0.24
81,ALINAGAR,8,SITAMBAR SHARMA,Jagrook Janta Party,331,0,331,0.19
81,ALINAGAR,9,GANESH CHOUDHARY,Independent,317,3,320,0.18
81,ALINAGAR,10,CHANDU CHAUDHRY,Independent,776,2,778,0.45
81,ALINAGAR,11,SAIFUDDIN AHMED,Independent,2792,11,2803,1.62
81,ALINAGAR,12,HARI LAL SHARMA,Independent,869,1,870,0.5
81,ALINAGAR,13,NOTA,None of the Above,4748,3,4751,2.74
82,DARBHANGA RURAL,1,JAGAT NARAYAN NAYAK,Bahujan Samaj Party,2117,1,2118,1.16
82,DARBHANGA RURAL,2,RAJESH KUMAR MANDAL,Janata Dal (United),80355,269,80624,44.05
82,DARBHANGA RURAL,3,LALIT KUMAR YADAV,Rashtriya Janata Dal,61902,330,62232,34.0
82,DARBHANGA RURAL,4,MD JALALUDDIN SAHIL,All India Majlis-E-Ittehadul Muslimeen,16966,42,17008,9.29
82,DARBHANGA RURAL,5,PRADEEP KUMAR MISHRA,Aam Janta Pragati Party,471,1,472,0.26
82,DARBHANGA RURAL,6,MOHAMMAD KALAM,Bharat Jan Jagran Dal,744,0,744,0.41
82,DARBHANGA RURAL,7,ROSHAN,Vikas Insaf Party,427,0,427,0.23
82,DARBHANGA RURAL,8,SHOAIB AHMED KHAN,Jan Suraaj Party,3792,22,3814,2.08
82,DARBHANGA RURAL,9,ABDUL QUDDUS,Independent,638,1,639,0.35
82,DARBHANGA RURAL,10,UDAY CHANDRA CHAUPAL,Independent,585,0,585,0.32
82,DARBHANGA RURAL,11,JAI KISHUN SAHNI,Independent,2330,0,2330,1.27
82,DARBHANGA RURAL,12,RAM SUKAMAR YADAV,Independent,2900,1,2901,1.58
82,DARBHANGA RURAL,13,SHYAM PASWAN,Independent,4637,1,4638,2.53
82,DARBHANGA RURAL,14,NOTA,None of the Above,4510,6,4516,2.47
83,DARBHANGA,1,DURGA NANDA MAHAVIR NAYAK,Bahujan Samaj Party,938,15,953,0.49
83,DARBHANGA,2,SANJAY SARAOGI,Bharatiya Janata Party,96952,501,97453,49.66
83,DARBHANGA,3,ABHISHEK KUMAR JHA,Mithilawadi party,1624,4,1628,0.83
83,DARBHANGA,4,ASHISH RANJAN,Aam Janta Pragati Party,1511,2,1513,0.77
83,DARBHANGA,5,UMESH SAHANI,Vikassheel Insaan Party,72465,395,72860,37.13
83,DARBHANGA,6,PUSHPAM PRIYA,The Plurals Party,1396,7,1403,0.71
83,DARBHANGA,7,RAKESH KUMAR MISHRA,Jan Suraaj Party,11610,148,11758,5.99
83,DARBHANGA,8,MOJAHID ALAM,Socialist Unity Centre Of India (COMMUNIST),343,2,345,0.18
83,DARBHANGA,9,RANJEET KUMAR RAM,Wazib Adhikar Party,851,1,852,0.43
83,DARBHANGA,10,MD SHAQUIB NAJMI,Akhil Bharatiya Socialist Party,1853,3,1856,0.95
83,DARBHANGA,11,MOHAMMAD AMAJAD KHAN,Independent,465,5,470,0.24
83,DARBHANGA,12,MD NAFISUL HAQUE,Independent,2270,44,2314,1.18
83,DARBHANGA,13,SUJEET KUMAR CHAUDHARY,Independent,1363,0,1363,0.69
83,DARBHANGA,14,NOTA,None of the Above,1453,15,1468,0.75
84,HAYAGHAT,1,NAGESHWAR DAS,Bahujan Samaj Party,1107,8,1115,0.66
84,HAYAGHAT,2,RAVINDRA NATH SINGH,Aam Aadmi Party,1906,16,1922,1.14
84,HAYAGHAT,3,RAM CHANDRA PRASAD,Bharatiya Janata Party,76915,307,77222,45.68
84,HAYAGHAT,4,SHYAM BHARTI,Communist Party of India (Marxist),64951,432,65383,38.68
84,HAYAGHAT,5,IRSHAD ALI,Desh Janhit Party,1195,5,1200,0.71
84,HAYAGHAT,6,JAGNNATH SINGH,Janshakti Janta Dal,1461,4,1465,0.87
84,HAYAGHAT,7,PRATIBHA SINGH,Jan Suraaj Party,5675,84,5759,3.41
84,HAYAGHAT,8,HARSHA NARAYAN PANDIT,Bhagidari Party(P),1135,2,1137,0.67
84,HAYAGHAT,9,USHA AKELA,Independent,437,3,440,0.26
84,HAYAGHAT,10,NARESH KUMAR NAWAL,Independent,999,2,1001,0.59
84,HAYAGHAT,11,PROBHENDRA JHA,Independent,3576,2,3578,2.12
84,HAYAGHAT,12,MOHAMMAD MAHTAB ALAM,Independent,3665,2,3667,2.17
84,HAYAGHAT,13,LAKSHMI DAS,Independent,2371,8,2379,1.41
84,HAYAGHAT,14,NOTA,None of the Above,2762,5,2767,1.64
85,BAHADURPUR,1,PRANAY PRABHAKAR,Bahujan Samaj Party,2744,15,2759,1.3
85,BAHADURPUR,2,BHOLA YADAV,Rashtriya Janata Dal,83881,408,84289,39.6
85,BAHADURPUR,3,MADAN SAHNI,Janata Dal (United),95949,351,96300,45.24
85,BAHADURPUR,4,SURESH PRASAD SINGH,Rashtriya Lok Janshakti Party,1582,4,1586,0.75
85,BAHADURPUR,5,ANJU DEVI,Bhagidari Party(P),1466,2,1468,0.69
85,BAHADURPUR,6,BIRENDRA KUMAR PASWAN,Republican Party of India (Bhimrao Ambedkar),733,4,737,0.35
85,BAHADURPUR,7,MOHAMMAD AMIR HAIDER,Jan Suraaj Party,5547,32,5579,2.62
85,BAHADURPUR,8,RANJEET SHARMA,Gantantrik Samaj Party,766,2,768,0.36
85,BAHADURPUR,9,RAJNISH KUMAR,Jantantra Awaj Party,401,0,401,0.19
85,BAHADURPUR,10,ASAD ALI,Independent,403,1,404,0.19
85,BAHADURPUR,11,UMESH CHOUDHARY,Independent,1253,9,1262,0.59
85,BAHADURPUR,12,DILEEP KUMAR,Independent,1768,10,1778,0.84
85,BAHADURPUR,13,RAM GULAM THAKUR,Independent,2319,1,2320,1.09
85,BAHADURPUR,14,RAM CHATUR SAHNI,Independent,6311,1,6312,2.97
85,BAHADURPUR,15,VINAI KUMAR SINGH,Independent,2376,3,2379,1.12
85,BAHADURPUR,16,SANJAY PRASAD OJHA,Independent,1712,0,1712,0.8
85,BAHADURPUR,17,SANJAY KUMAR SINGH,Independent,816,0,816,0.38
85,BAHADURPUR,18,NOTA,None of the Above,1979,14,1993,0.94
86,KEOTI,1,FARAZ FATMI,Rashtriya Janata Dal,81470,348,81818,42.48
86,KEOTI,2,MANOJ KUMAR MAHTO,Bahujan Samaj Party,962,2,964,0.5
86,KEOTI,3,MURARI MOHAN JHA,Bharatiya Janata Party,88908,215,89123,46.28
86,KEOTI,4,BILTU SAHNI,Jan Suraaj Party,4792,24,4816,2.5
86,KEOTI,5,MOHAMMAD ANISUR RAHMAN,All India Majlis-E-Ittehadul Muslimeen,7465,9,7474,3.88
86,KEOTI,6,MOHAMMAD PINTU KHAN,Akhil Bharatiya Socialist Party,306,0,306,0.16
86,KEOTI,7,YOGESH RANJAN,Proutist Sarva Samaj,455,5,460,0.24
86,KEOTI,8,GULAB BABU RAIN,Independent,541,0,541,0.28
86,KEOTI,9,DHIRENDRA KUMAR DHEERAJ,Independent,3886,9,3895,2.02
86,KEOTI,10,BALARAM THAKUR,Independent,736,1,737,0.38
86,KEOTI,11,NOTA,None of the Above,2453,1,2454,1.27
87,JALE,1,RISHI MISHRA,Indian National Congress,78363,271,78634,39.25
87,JALE,2,JIBESH KUMAR,Bharatiya Janata Party,100289,207,100496,50.16
87,JALE,3,ROHIT KUMAR,Bahujan Samaj Party,1243,3,1246,0.62
87,JALE,4,FAISHAL RAHMAN,All India Majlis-E-Ittehadul Muslimeen,4657,9,4666,2.33
87,JALE,5,MUMTAZ ALI,Jan Mithila Vikas Party,393,0,393,0.2
87,JALE,6,RANJIT SHARMA,Jan Suraaj Party,5130,20,5150,2.57
87,JALE,7,SYED MD MAHTAB,The Plurals Party,501,1,502,0.25
87,JALE,8,MASKOOR AHMAD USMANI,Independent,4576,29,4605,2.3
87,JALE,9,MOHAMMAD PIYARE,Independent,1865,0,1865,0.93
87,JALE,10,NOTA,None of the Above,2804,4,2808,1.4
88,GAIGHAT,1,ISHRAT PERWEEN,Bahujan Samaj Party,2787,7,2794,1.25
88,GAIGHAT,2,KOMAL SINGH,Janata Dal (United),107845,259,108104,48.31
88,GAIGHAT,3,NIRANJAN ROY,Rashtriya Janata Dal,84366,321,84687,37.84
88,GAIGHAT,4,ASHOK KUMAR SINGH,Jan Suraaj Party,10718,72,10790,4.82
88,GAIGHAT,5,UMESH PRASAD SINGH,Janshakti Janta Dal,1223,3,1226,0.55
88,GAIGHAT,6,KUNAL KUMAR,Jan Sahmati Party,2966,3,2969,1.33
88,GAIGHAT,7,MITHILESH MANJHI,Independent,3263,1,3264,1.46
88,GAIGHAT,8,SUBODH KUMAR SINGH,Independent,6156,1,6157,2.75
88,GAIGHAT,9,NOTA,None of the Above,3778,10,3788,1.69
89,AURAI,1,RAMA NISHAD,Bharatiya Janata Party,103893,192,104085,50.06
89,AURAI,2,SHEO SHANKAR GUPTA,Aam Aadmi Party,3325,8,3333,1.6
89,AURAI,3,MD. AFTAB ALAM,Aazad Samaj Party (Kanshi Ram),31363,67,31430,15.12
89,AURAI,4,BHOGENDRA SAHNI,Vikassheel Insaan Party,46691,188,46879,22.55
89,AURAI,5,RADHA RAMAN,Jan Suraaj Party,8648,57,8705,4.19
89,AURAI,6,AKHILESH KUMAR,Independent,8893,22,8915,4.29
89,AURAI,7,HARISCHANDRA PRASAD YADAV,Independent,1125,5,1130,0.54
89,AURAI,8,NOTA,None of the Above,3436,7,3443,1.66
90,MINAPUR,1,AJAY KUMAR,Janata Dal (United),113091,320,113411,51.59
90,MINAPUR,2,KUMAR PUSHPENDRA,Bahujan Samaj Party,3160,2,3162,1.44
90,MINAPUR,3,RAJEEV KUMAR URF MUNNA YADAV,Rashtriya Janata Dal,78926,247,79173,36.01
90,MINAPUR,4,JITENDRA PRASAD,Rashtriya Jansambhavna Party,1502,0,1502,0.68
90,MINAPUR,5,TEJ NARAYAN SAHNI,Jan Suraaj Party,6608,25,6633,3.02
90,MINAPUR,6,DHARMVIR KUMAR SHARMA,Jagrook Janta Party,806,1,807,0.37
90,MINAPUR,7,SHIV KUMAR YADAV,Socialist Unity Centre Of India (COMMUNIST),1049,1,1050,0.48
90,MINAPUR,8,DEENANATH PRASAD,Independent,750,0,750,0.34
90,MINAPUR,9,RAMESH KUMAR,Independent,714,3,717,0.33
90,MINAPUR,10,SANJIV CHAUDHRI,Independent,2649,5,2654,1.21
90,MINAPUR,11,SANTOSH KUMAR,Independent,2177,2,2179,0.99
90,MINAPUR,12,NOTA,None of the Above,7800,5,7805,3.55
91,BOCHAHAN,1,DR. ABHAY KUMAR,Aam Aadmi Party,2725,6,2731,1.25
91,BOCHAHAN,2,AMAR KUMAR PASWAN,Rashtriya Janata Dal,87508,362,87870,40.15
91,BOCHAHAN,3,BABY KUMARI,Lok Janshakti Party (Ram Vilas),107892,294,108186,49.43
91,BOCHAHAN,4,RAHUL KUMAR,Bahujan Samaj Party,1972,4,1976,0.9
91,BOCHAHAN,5,UMESH KUMAR RAJAK,Jan Suraaj Party,5207,48,5255,2.4
91,BOCHAHAN,6,JAYMANGAL RAM,Rashtriya Jansambhavna Party,2278,2,2280,1.04
91,BOCHAHAN,7,RAJGEER PASWAN,Bajjikanchal Vikas Party,3811,1,3812,1.74
91,BOCHAHAN,8,DEEPMALA DEVI,Independent,2926,2,2928,1.34
91,BOCHAHAN,9,NOTA,None of the Above,3805,10,3815,1.74
92,SAKRA,1,ASHOK KUMAR,Bahujan Samaj Party,2556,8,2564,1.24
92,SAKRA,2,ADITYA KUMAR,Janata Dal (United),98485,238,98723,47.9
92,SAKRA,3,UMESH KUMAR RAM,Indian National Congress,83403,270,83673,40.6
92,SAKRA,4,RAM SEWAK PASWAN,Socialist Unity Centre Of India (COMMUNIST),3058,1,3059,1.48
92,SAKRA,5,RENU KUMARI URF RENU PASWAN,Jan Suraaj Party,6372,42,6414,3.11
92,SAKRA,6,SHIV NARAYAN,Samata Party,1105,0,1105,0.54
92,SAKRA,7,SACHINDRA KUMAR,Independent,3438,3,3441,1.67
92,SAKRA,8,SATEESH KUMAR,Independent,3594,0,3594,1.74
92,SAKRA,9,NOTA,None of the Above,3527,8,3535,1.72
93,KURHANI,1,KEDAR PD GUPTA,Bharatiya Janata Party,107493,318,107811,46.49
93,KURHANI,2,VIJAYESH KUMAR,Bahujan Samaj Party,2109,8,2117,0.91
93,KURHANI,3,SUNIL KUMAR SUMAN,Rashtriya Janata Dal,97685,408,98093,42.3
93,KURHANI,4,AJAY KUMAR SAHANI,Socialist Party (India),793,1,794,0.34
93,KURHANI,5,ALOK KUMAR SINGH,Rashtriya Jansambhavna Party,555,0,555,0.24
93,KURHANI,6,MD GULAM MASOOM,Janshakti Janta Dal,521,3,524,0.23
93,KURHANI,7,BAIJU KUMAR RAY,Samata Party,306,1,307,0.13
93,KURHANI,8,MOHAMMAD ALI IRFAN,Jan Suraaj Party,4039,36,4075,1.76
93,KURHANI,9,ROHIT KUMAR,Right to Recall Party,238,2,240,0.1
93,KURHANI,10,SANJEET MANJHI,Socialist Unity Centre Of India (COMMUNIST),435,1,436,0.19
93,KURHANI,11,ARVIND KUMAR,Independent,276,2,278,0.12
93,KURHANI,12,GULAB KUMAR RAJAK,Independent,491,3,494,0.21
93,KURHANI,13,DINESH KUMAR RAY,Independent,769,2,771,0.33
93,KURHANI,14,DHARMENDRA KUMAR,Independent,6712,21,6733,2.9
93,KURHANI,15,PRAMOD KUMAR SHARMA,Independent,838,1,839,0.36
93,KURHANI,16,MANISH KUMAR,Independent,3363,5,3368,1.45
93,KURHANI,17,SANJEET KUMAR JHA,Independent,1845,0,1845,0.8
93,KURHANI,18,DR. SANTOSH KUMAR,Independent,400,2,402,0.17
93,KURHANI,19,SUMIT KUMAR JHA,Independent,1208,1,1209,0.52
93,KURHANI,20,SURESH KUMAR GUPTA,Independent,263,1,264,0.11
93,KURHANI,21,NOTA,None of the Above,721,8,729,0.31
94,MUZAFFARPUR,1,BALAK NATH SAHANI,Bahujan Samaj Party,593,1,594,0.32
94,MUZAFFARPUR,2,RANJAN KUMAR,Bharatiya Janata Party,100060,417,100477,53.43
94,MUZAFFARPUR,3,BIJENDRA CHAUDHARY,Indian National Congress,67456,364,67820,36.06
94,MUZAFFARPUR,4,MD HASAN,Aam Aadmi Party,433,1,434,0.23
94,MUZAFFARPUR,5,AJAY KUMAR,Bajjikanchal Vikas Party,220,1,221,0.12
94,MUZAFFARPUR,6,AMAN KUMAR JHA,Socialist Unity Centre Of India (COMMUNIST),171,0,171,0.09
94,MUZAFFARPUR,7,ASHOK KUMAR JHA,Garib Janshakti Party,301,0,301,0.16
94,MUZAFFARPUR,8,DR. A.K. DAS,Jan Suraaj Party,10077,96,10173,5.41
94,MUZAFFARPUR,9,DHANVANTI DEVI,Lok Chetna Dal,275,0,275,0.15
94,MUZAFFARPUR,10,MANOJ KUMAR,Rashtriya Jansambhavna Party,223,0,223,0.12
94,MUZAFFARPUR,11,SHANU KUMAR,Aazad Samaj Party (Kanshi Ram),656,7,663,0.35
94,MUZAFFARPUR,12,AWADHESH PRASAD SINGH,Independent,272,1,273,0.15
94,MUZAFFARPUR,13,ANAND PATEL,Independent,386,2,388,0.21
94,MUZAFFARPUR,14,KANHAIYA KUMAR,Independent,803,2,805,0.43
94,MUZAFFARPUR,15,CHANDRA BHUSHAN PRASAD,Independent,954,3,957,0.51
94,MUZAFFARPUR,16,BASKIT KUMAR SHARMA,Independent,604,0,604,0.32
94,MUZAFFARPUR,17,MD SHABBIR ANSARI,Independent,221,1,222,0.12
